day_of_week,period,carpark,hour,red,white
Wednesday,Exam,CP3,12,4,63
Wednesday,Exam,CP3,13,3,58
Wednesday,Exam,CP3,14,3,57
Wednesday,Exam,CP3,15,3,53
Wednesday,Exam,CP3,16,3,51
Wednesday,Exam,CP3,17,3,47
Wednesday,Exam,CP3,18,3,26
Wednesday,Exam,CP3,19,3,9
Wednesday,Exam,CP3,20,2,2
Wednesday,Exam,CP3,21,2,2
Wednesday,Exam,CP3,22,2,1
Wednesday,Exam,CP3,23,1,0
Thursday,Exam,CP3,0,1,0
Thursday,Exam,CP3,1,1,0
Thursday,Exam,CP3,2,1,0
Thursday,Exam,CP3,3,1,0
Thursday,Exam,CP3,4,1,0
Thursday,Exam,CP3,5,1,0
Thursday,Exam,CP3,6,1,3
Thursday,Exam,CP3,7,1,11
Thursday,Exam,CP3,8,2,34
Thursday,Exam,CP3,9,3,49
Thursday,Exam,CP3,10,4,57
Thursday,Exam,CP3,11,4,63
Thursday,Exam,CP3,12,4,65
Thursday,Exam,CP3,13,4,66
Thursday,Exam,CP3,14,5,68
Thursday,Exam,CP3,15,4,66
Thursday,Exam,CP3,16,2,62
Thursday,Exam,CP3,17,2,58
Thursday,Exam,CP3,18,2,36
Thursday,Exam,CP3,19,2,19
Thursday,Exam,CP3,20,1,5
Thursday,Exam,CP3,21,1,2
Thursday,Exam,CP3,22,1,2
Thursday,Exam,CP3,23,1,1
Friday,Exam,CP3,0,1,0
Friday,Exam,CP3,1,1,0
Friday,Exam,CP3,2,1,0
Friday,Exam,CP3,3,1,0
Friday,Exam,CP3,4,1,0
Friday,Exam,CP3,5,1,0
Friday,Exam,CP3,6,1,1
Friday,Exam,CP3,7,1,19
Friday,Exam,CP3,8,4,37
Friday,Exam,CP3,9,4,50
Friday,Exam,CP3,10,5,56
Friday,Exam,CP3,11,5,58
Friday,Exam,CP3,12,5,55
Friday,Exam,CP3,13,5,57
Friday,Exam,CP3,14,4,58
Friday,Exam,CP3,15,5,62
Friday,Exam,CP3,16,5,66
Friday,Exam,CP3,17,4,60
Friday,Exam,CP3,18,2,25
Friday,Exam,CP3,19,2,15
Friday,Exam,CP3,20,1,4
Friday,Exam,CP3,21,1,4
Friday,Exam,CP3,22,1,4
Friday,Exam,CP3,23,1,3
Saturday,School,CP3,0,1,1
Saturday,School,CP3,1,1,0
Saturday,School,CP3,2,1,0
Saturday,School,CP3,3,1,0
Saturday,School,CP3,4,1,0
Saturday,School,CP3,5,1,0
Saturday,School,CP3,6,1,0
Saturday,School,CP3,7,1,2
Saturday,School,CP3,8,1,5
Saturday,School,CP3,9,1,5
Saturday,School,CP3,10,1,8
Saturday,School,CP3,11,2,7
Saturday,School,CP3,12,3,7
Saturday,School,CP3,13,3,7
Saturday,School,CP3,14,2,5
Saturday,School,CP3,15,2,4
Saturday,School,CP3,16,1,7
Saturday,School,CP3,17,1,7
Saturday,School,CP3,18,1,2
Saturday,School,CP3,19,1,1
Saturday,School,CP3,20,1,2
Saturday,School,CP3,21,1,1
Saturday,School,CP3,22,1,1
Saturday,School,CP3,23,1,1
Sunday,Holiday,CP3,0,1,1
Sunday,Holiday,CP3,1,1,1
Sunday,Holiday,CP3,2,1,1
Sunday,Holiday,CP3,3,1,1
Sunday,Holiday,CP3,4,1,1
Sunday,Holiday,CP3,5,1,1
Sunday,Holiday,CP3,6,1,1
Sunday,Holiday,CP3,7,1,1
Sunday,Holiday,CP3,8,1,2
Sunday,Holiday,CP3,9,1,3
Sunday,Holiday,CP3,10,1,5
Sunday,Holiday,CP3,11,1,6
Sunday,Holiday,CP3,12,1,12
Sunday,Holiday,CP3,13,1,11
Sunday,Holiday,CP3,14,0,11
Sunday,Holiday,CP3,15,0,12
Sunday,Holiday,CP3,16,0,13
Sunday,Holiday,CP3,17,0,15
Sunday,Holiday,CP3,18,0,8
Sunday,Holiday,CP3,19,1,2
Sunday,Holiday,CP3,20,1,3
Sunday,Holiday,CP3,21,1,4
Sunday,Holiday,CP3,22,1,0
Sunday,Holiday,CP3,23,1,0
Monday,Holiday,CP3,0,1,0
Monday,Holiday,CP3,1,1,0
Monday,Holiday,CP3,2,1,0
Monday,Holiday,CP3,3,1,0
Monday,Holiday,CP3,4,1,0
Monday,Holiday,CP3,5,1,0
Monday,Holiday,CP3,6,1,0
Monday,Holiday,CP3,7,1,13
Monday,Holiday,CP3,8,2,34
Monday,Holiday,CP3,9,4,46
Monday,Holiday,CP3,10,3,48
Monday,Holiday,CP3,11,4,49
Monday,Holiday,CP3,12,4,51
Monday,Holiday,CP3,13,4,48
Monday,Holiday,CP3,14,3,49
Monday,Holiday,CP3,15,2,47
Monday,Holiday,CP3,16,3,44
Monday,Holiday,CP3,17,3,42
Monday,Holiday,CP3,18,2,19
Monday,Holiday,CP3,19,3,5
Monday,Holiday,CP3,20,1,2
Monday,Holiday,CP3,21,1,2
Monday,Holiday,CP3,22,0,2
Tuesday,Holiday,CP3,0,1,0
Tuesday,Holiday,CP3,1,1,0
Tuesday,Holiday,CP3,2,1,0
Tuesday,Holiday,CP3,3,1,0
Tuesday,Holiday,CP3,4,1,0
Tuesday,Holiday,CP3,5,1,0
Tuesday,Holiday,CP3,6,1,2
Tuesday,Holiday,CP3,7,1,10
Tuesday,Holiday,CP3,8,1,27
Tuesday,Holiday,CP3,9,3,35
Tuesday,Holiday,CP3,10,2,35
Tuesday,Holiday,CP3,11,3,34
Tuesday,Holiday,CP3,12,4,33
Tuesday,Holiday,CP3,13,4,35
Tuesday,Holiday,CP3,14,3,37
Tuesday,Holiday,CP3,15,3,36
Tuesday,Holiday,CP3,16,3,38
Tuesday,Holiday,CP3,17,2,38
Tuesday,Holiday,CP3,18,1,22
Tuesday,Holiday,CP3,19,1,8
Tuesday,Holiday,CP3,20,0,5
Tuesday,Holiday,CP3,21,0,5
Tuesday,Holiday,CP3,22,0,3
Tuesday,Holiday,CP3,23,0,1
Wednesday,Holiday,CP3,0,1,0
Wednesday,Holiday,CP3,1,1,0
Wednesday,Holiday,CP3,2,1,0
Wednesday,Holiday,CP3,3,1,0
Wednesday,Holiday,CP3,4,1,0
Wednesday,Holiday,CP3,5,1,0
Wednesday,Holiday,CP3,6,1,1
Wednesday,Holiday,CP3,7,1,11
Wednesday,Holiday,CP3,8,1,26
Wednesday,Holiday,CP3,9,3,40
Wednesday,Holiday,CP3,10,3,45
Wednesday,Holiday,CP3,11,2,45
Wednesday,Holiday,CP3,12,2,46
Wednesday,Holiday,CP3,13,3,48
Wednesday,Holiday,CP3,14,4,47
Wednesday,Holiday,CP3,15,2,50
Wednesday,Holiday,CP3,16,3,51
Wednesday,Holiday,CP3,17,3,44
Wednesday,Holiday,CP3,18,1,15
Wednesday,Holiday,CP3,19,1,9
Wednesday,Holiday,CP3,20,1,6
Wednesday,Holiday,CP3,21,1,5
Wednesday,Holiday,CP3,22,1,2
Wednesday,Holiday,CP3,23,1,1
Thursday,Holiday,CP3,0,1,0
Thursday,Holiday,CP3,1,1,0
Thursday,Holiday,CP3,2,1,0
Thursday,Holiday,CP3,3,1,0
Thursday,Holiday,CP3,4,1,0
Thursday,Holiday,CP3,5,1,0
Thursday,Holiday,CP3,6,1,3
Thursday,Holiday,CP3,7,1,11
Thursday,Holiday,CP3,8,3,28
Thursday,Holiday,CP3,9,5,39
Thursday,Holiday,CP3,10,5,49
Thursday,Holiday,CP3,11,5,52
Thursday,Holiday,CP3,12,7,50
Thursday,Holiday,CP3,13,5,50
Thursday,Holiday,CP3,14,5,51
Thursday,Holiday,CP3,15,4,46
Thursday,Holiday,CP3,16,4,47
Thursday,Holiday,CP3,17,3,42
Thursday,Holiday,CP3,18,2,27
Thursday,Holiday,CP3,19,1,11
Thursday,Holiday,CP3,20,1,3
Thursday,Holiday,CP3,21,1,2
Thursday,Holiday,CP3,22,1,1
Thursday,Holiday,CP3,23,1,0
Friday,Holiday,CP3,0,1,0
Friday,Holiday,CP3,1,1,0
Friday,Holiday,CP3,2,1,0
Friday,Holiday,CP3,3,1,0
Friday,Holiday,CP3,4,1,0
Friday,Holiday,CP3,5,1,0
Friday,Holiday,CP3,6,1,3
Friday,Holiday,CP3,7,1,7
Friday,Holiday,CP3,8,1,26
Friday,Holiday,CP3,9,3,30
Friday,Holiday,CP3,10,4,36
Friday,Holiday,CP3,11,6,39
Friday,Holiday,CP3,12,6,75
Friday,Holiday,CP3,13,10,129
Friday,Holiday,CP3,14,9,131
Friday,Holiday,CP3,15,9,130
Friday,Holiday,CP3,16,9,129
Friday,Holiday,CP3,17,3,35
Friday,Holiday,CP3,18,1,15
Friday,Holiday,CP3,19,0,12
Friday,Holiday,CP3,20,0,8
Friday,Holiday,CP3,21,0,6
Friday,Holiday,CP3,22,0,6
Friday,Holiday,CP3,23,0,4
Saturday,Holiday,CP3,0,0,3
Saturday,Holiday,CP3,1,0,3
Saturday,Holiday,CP3,2,0,2
Saturday,Holiday,CP3,3,0,2
Saturday,Holiday,CP3,4,0,1
Saturday,Holiday,CP3,5,0,1
Saturday,Holiday,CP3,6,0,1
Saturday,Holiday,CP3,7,0,1
Saturday,Holiday,CP3,8,0,2
Saturday,Holiday,CP3,9,0,3
Saturday,Holiday,CP3,10,0,6
Saturday,Holiday,CP3,11,0,8
Saturday,Holiday,CP3,12,0,8
Saturday,Holiday,CP3,13,0,8
Saturday,Holiday,CP3,14,0,7
Saturday,Holiday,CP3,15,0,8
Saturday,Holiday,CP3,16,0,7
Saturday,Holiday,CP3,17,0,6
Saturday,Holiday,CP3,18,0,6
Saturday,Holiday,CP3,19,0,5
Saturday,Holiday,CP3,20,0,1
Saturday,Holiday,CP3,21,0,1
Saturday,Holiday,CP3,22,0,1
Saturday,Holiday,CP3,23,0,1
Sunday,Holiday,CP3,2,1,0
Sunday,Holiday,CP3,3,1,0
Sunday,Holiday,CP3,4,1,0
Sunday,Holiday,CP3,5,1,0
Sunday,Holiday,CP3,6,1,0
Sunday,Holiday,CP3,7,1,0
Sunday,Holiday,CP3,8,0,1
Sunday,Holiday,CP3,9,0,3
Sunday,Holiday,CP3,10,0,6
Sunday,Holiday,CP3,11,0,8
Sunday,Holiday,CP3,12,0,12
Sunday,Holiday,CP3,13,0,15
Sunday,Holiday,CP3,14,0,13
Sunday,Holiday,CP3,15,0,18
Sunday,Holiday,CP3,16,1,18
Sunday,Holiday,CP3,17,1,9
Sunday,Holiday,CP3,18,1,6
Sunday,Holiday,CP3,19,1,4
Sunday,Holiday,CP3,20,1,4
Sunday,Holiday,CP3,21,1,3
Sunday,Holiday,CP3,22,1,1
Sunday,Holiday,CP3,23,1,1
Monday,Holiday,CP3,0,1,1
Monday,Holiday,CP3,1,1,1
Monday,Holiday,CP3,2,1,1
Monday,Holiday,CP3,3,1,1
Monday,Holiday,CP3,4,1,1
Monday,Holiday,CP3,5,1,1
Monday,Holiday,CP3,6,1,1
Monday,Holiday,CP3,7,1,1
Monday,Holiday,CP3,8,2,2
Monday,Holiday,CP3,9,2,3
Monday,Holiday,CP3,10,2,7
Monday,Holiday,CP3,11,2,3
Monday,Holiday,CP3,12,2,6
Monday,Holiday,CP3,13,1,6
Monday,Holiday,CP3,14,1,4
Monday,Holiday,CP3,15,1,7
Monday,Holiday,CP3,16,1,9
Monday,Holiday,CP3,17,1,4
Monday,Holiday,CP3,18,1,5
Monday,Holiday,CP3,19,1,3
Monday,Holiday,CP3,20,1,4
Monday,Holiday,CP3,21,1,0
Tuesday,Holiday,CP3,7,0,10
Tuesday,Holiday,CP3,8,1,27
Tuesday,Holiday,CP3,9,3,36
Tuesday,Holiday,CP3,10,3,42
Tuesday,Holiday,CP3,11,2,45
Tuesday,Holiday,CP3,12,3,45
Tuesday,Holiday,CP3,13,4,45
Tuesday,Holiday,CP3,14,4,44
Tuesday,Holiday,CP3,15,5,45
Tuesday,Holiday,CP3,16,4,40
Tuesday,Holiday,CP3,17,4,38
Tuesday,Holiday,CP3,18,0,21
Tuesday,Holiday,CP3,19,0,5
Tuesday,Holiday,CP3,20,0,2
Tuesday,Holiday,CP3,21,0,2
Tuesday,Holiday,CP3,22,0,1
Tuesday,Holiday,CP3,23,0,1
Wednesday,Holiday,CP3,6,0,2
Wednesday,Holiday,CP3,7,0,11
Wednesday,Holiday,CP3,8,2,25
Wednesday,Holiday,CP3,9,2,32
Wednesday,Holiday,CP3,10,2,38
Wednesday,Holiday,CP3,11,3,38
Wednesday,Holiday,CP3,12,3,39
Wednesday,Holiday,CP3,13,2,43
Wednesday,Holiday,CP3,14,2,48
Wednesday,Holiday,CP3,15,3,46
Wednesday,Holiday,CP3,16,3,42
Wednesday,Holiday,CP3,17,3,33
Wednesday,Holiday,CP3,18,1,21
Wednesday,Holiday,CP3,19,0,9
Wednesday,Holiday,CP3,20,0,5
Thursday,Holiday,CP3,6,0,1
Thursday,Holiday,CP3,7,0,12
Thursday,Holiday,CP3,8,1,34
Thursday,Holiday,CP3,9,1,47
Thursday,Holiday,CP3,10,1,53
Thursday,Holiday,CP3,11,1,54
Thursday,Holiday,CP3,12,1,52
Thursday,Holiday,CP3,13,2,52
Thursday,Holiday,CP3,14,3,51
Thursday,Holiday,CP3,15,1,50
Thursday,Holiday,CP3,16,1,50
Thursday,Holiday,CP3,17,1,47
Thursday,Holiday,CP3,18,1,24
Thursday,Holiday,CP3,19,1,12
Thursday,Holiday,CP3,20,1,4
Thursday,Holiday,CP3,21,1,4
Thursday,Holiday,CP3,22,1,2
Thursday,Holiday,CP3,23,1,1
Friday,Holiday,CP3,0,1,1
Friday,Holiday,CP3,1,1,1
Friday,Holiday,CP3,2,1,0
Friday,Holiday,CP3,3,1,0
Friday,Holiday,CP3,4,1,0
Friday,Holiday,CP3,5,1,0
Friday,Holiday,CP3,6,1,3
Friday,Holiday,CP3,7,1,8
Friday,Holiday,CP3,8,1,27
Friday,Holiday,CP3,9,1,40
Friday,Holiday,CP3,10,2,43
Friday,Holiday,CP3,11,2,44
Friday,Holiday,CP3,12,2,43
Friday,Holiday,CP3,13,1,45
Friday,Holiday,CP3,14,1,45
Friday,Holiday,CP3,15,1,45
Friday,Holiday,CP3,16,2,44
Friday,Holiday,CP3,17,2,38
Friday,Holiday,CP3,18,2,15
Friday,Holiday,CP3,19,1,8
Friday,Holiday,CP3,20,1,5
Friday,Holiday,CP3,21,1,4
Friday,Holiday,CP3,22,1,2
Friday,Holiday,CP3,23,1,0
Saturday,Holiday,CP3,7,0,5
Saturday,Holiday,CP3,8,0,33
Saturday,Holiday,CP3,9,1,85
Saturday,Holiday,CP3,10,1,95
Saturday,Holiday,CP3,11,1,97
Saturday,Holiday,CP3,12,1,96
Saturday,Holiday,CP3,13,0,56
Saturday,Holiday,CP3,14,1,46
Saturday,Holiday,CP3,15,2,92
Saturday,Holiday,CP3,16,2,92
Saturday,Holiday,CP3,17,1,85
Saturday,Holiday,CP3,18,1,82
Saturday,Holiday,CP3,19,1,47
Saturday,Holiday,CP3,20,0,3
Saturday,Holiday,CP3,21,0,3
Saturday,Holiday,CP3,22,0,1
Saturday,Holiday,CP3,23,0,1
Sunday,Holiday,CP3,8,0,3
Sunday,Holiday,CP3,9,0,14
Sunday,Holiday,CP3,10,0,48
Sunday,Holiday,CP3,11,0,49
Sunday,Holiday,CP3,12,0,50
Sunday,Holiday,CP3,13,0,52
Sunday,Holiday,CP3,14,0,52
Sunday,Holiday,CP3,15,0,58
Sunday,Holiday,CP3,16,0,60
Sunday,Holiday,CP3,17,0,67
Sunday,Holiday,CP3,18,0,53
Sunday,Holiday,CP3,19,0,24
Sunday,Holiday,CP3,21,0,1
Monday,Holiday,CP3,7,0,6
Monday,Holiday,CP3,8,3,25
Monday,Holiday,CP3,9,3,32
Monday,Holiday,CP3,10,4,36
Monday,Holiday,CP3,11,5,36
Monday,Holiday,CP3,12,4,36
Monday,Holiday,CP3,13,4,34
Monday,Holiday,CP3,14,3,34
Monday,Holiday,CP3,15,2,35
Monday,Holiday,CP3,16,2,31
Monday,Holiday,CP3,17,1,26
Monday,Holiday,CP3,18,0,15
Monday,Holiday,CP3,19,1,4
Monday,Holiday,CP3,20,1,3
Monday,Holiday,CP3,21,1,1
Tuesday,Holiday,CP3,6,0,2
Tuesday,Holiday,CP3,7,0,14
Tuesday,Holiday,CP3,8,0,33
Tuesday,Holiday,CP3,9,3,46
Tuesday,Holiday,CP3,10,3,49
Tuesday,Holiday,CP3,11,3,51
Tuesday,Holiday,CP3,12,4,51
Tuesday,Holiday,CP3,13,4,46
Tuesday,Holiday,CP3,14,4,44
Tuesday,Holiday,CP3,15,2,45
Tuesday,Holiday,CP3,16,3,39
Tuesday,Holiday,CP3,17,3,37
Tuesday,Holiday,CP3,18,1,20
Tuesday,Holiday,CP3,19,2,4
Tuesday,Holiday,CP3,20,2,1
Tuesday,Holiday,CP3,21,2,0
Tuesday,Holiday,CP3,22,1,0
Wednesday,Holiday,CP3,0,1,0
Wednesday,Holiday,CP3,1,1,0
Wednesday,Holiday,CP3,2,1,0
Wednesday,Holiday,CP3,3,1,0
Wednesday,Holiday,CP3,4,1,0
Wednesday,Holiday,CP3,5,1,0
Wednesday,Holiday,CP3,6,1,2
Wednesday,Holiday,CP3,7,1,11
Wednesday,Holiday,CP3,8,3,30
Wednesday,Holiday,CP3,9,4,37
Wednesday,Holiday,CP3,10,5,45
Wednesday,Holiday,CP3,11,4,46
Wednesday,Holiday,CP3,12,2,46
Wednesday,Holiday,CP3,13,1,49
Wednesday,Holiday,CP3,14,2,46
Wednesday,Holiday,CP3,15,3,46
Wednesday,Holiday,CP3,16,3,47
Wednesday,Holiday,CP3,17,3,40
Wednesday,Holiday,CP3,18,1,18
Wednesday,Holiday,CP3,19,1,6
Wednesday,Holiday,CP3,20,1,3
Wednesday,Holiday,CP3,21,1,2
Thursday,Holiday,CP3,0,1,0
Thursday,Holiday,CP3,1,1,0
Thursday,Holiday,CP3,2,1,0
Thursday,Holiday,CP3,3,1,0
Thursday,Holiday,CP3,4,1,0
Thursday,Holiday,CP3,5,1,0
Thursday,Holiday,CP3,6,1,2
Thursday,Holiday,CP3,7,1,9
Thursday,Holiday,CP3,8,2,28
Thursday,Holiday,CP3,9,2,41
Thursday,Holiday,CP3,10,2,49
Thursday,Holiday,CP3,11,3,48
Thursday,Holiday,CP3,12,3,46
Thursday,Holiday,CP3,13,1,44
Thursday,Holiday,CP3,14,2,46
Thursday,Holiday,CP3,15,3,47
Thursday,Holiday,CP3,16,3,44
Thursday,Holiday,CP3,17,3,41
Thursday,Holiday,CP3,18,4,19
Thursday,Holiday,CP3,19,0,8
Thursday,Holiday,CP3,20,0,6
Thursday,Holiday,CP3,21,0,3
Thursday,Holiday,CP3,22,0,3
Friday,Holiday,CP3,7,0,5
Friday,Holiday,CP3,8,1,20
Friday,Holiday,CP3,9,2,26
Friday,Holiday,CP3,10,3,29
Friday,Holiday,CP3,11,3,31
Friday,Holiday,CP3,12,3,32
Friday,Holiday,CP3,13,3,31
Friday,Holiday,CP3,14,2,32
Friday,Holiday,CP3,15,2,33
Friday,Holiday,CP3,16,2,35
Friday,Holiday,CP3,17,0,28
Friday,Holiday,CP3,18,0,16
Friday,Holiday,CP3,19,0,15
Friday,Holiday,CP3,20,0,10
Friday,Holiday,CP3,21,0,7
Saturday,Holiday,CP3,7,1,10
Saturday,Holiday,CP3,8,1,18
Saturday,Holiday,CP3,9,1,37
Saturday,Holiday,CP3,10,1,39
Saturday,Holiday,CP3,11,1,53
Saturday,Holiday,CP3,12,1,66
Saturday,Holiday,CP3,13,2,56
Saturday,Holiday,CP3,14,2,69
Saturday,Holiday,CP3,15,1,73
Saturday,Holiday,CP3,16,1,60
Saturday,Holiday,CP3,17,1,45
Saturday,Holiday,CP3,18,0,50
Saturday,Holiday,CP3,19,0,24
Saturday,Holiday,CP3,20,1,24
Saturday,Holiday,CP3,21,1,24
Sunday,Holiday,CP3,3,1,0
Sunday,Holiday,CP3,4,1,0
Sunday,Holiday,CP3,5,1,0
Sunday,Holiday,CP3,6,1,0
Sunday,Holiday,CP3,7,1,1
Sunday,Holiday,CP3,8,1,2
Sunday,Holiday,CP3,9,1,7
Sunday,Holiday,CP3,10,0,16
Sunday,Holiday,CP3,11,0,18
Sunday,Holiday,CP3,12,0,13
Sunday,Holiday,CP3,13,0,15
Sunday,Holiday,CP3,14,1,17
Sunday,Holiday,CP3,15,1,19
Sunday,Holiday,CP3,16,1,14
Sunday,Holiday,CP3,17,1,10
Sunday,Holiday,CP3,18,1,2
Sunday,Holiday,CP3,19,1,1
Sunday,Holiday,CP3,20,2,0
Sunday,Holiday,CP3,21,1,0
Sunday,Holiday,CP3,22,1,0
Sunday,Holiday,CP3,23,2,0
Monday,Holiday,CP3,0,2,0
Monday,Holiday,CP3,1,2,0
Monday,Holiday,CP3,2,2,0
Monday,Holiday,CP3,3,2,0
Monday,Holiday,CP3,4,2,0
Monday,Holiday,CP3,5,2,0
Monday,Holiday,CP3,6,2,1
Monday,Holiday,CP3,7,2,20
Monday,Holiday,CP3,8,3,45
Monday,Holiday,CP3,9,4,81
Monday,Holiday,CP3,10,4,94
Monday,Holiday,CP3,11,5,95
Monday,Holiday,CP3,12,5,94
Monday,Holiday,CP3,13,5,90
Monday,Holiday,CP3,14,3,76
Monday,Holiday,CP3,15,4,73
Monday,Holiday,CP3,16,4,63
Monday,Holiday,CP3,17,3,39
Monday,Holiday,CP3,18,2,16
Monday,Holiday,CP3,19,2,5
Monday,Holiday,CP3,20,2,5
Monday,Holiday,CP3,21,2,4
Monday,Holiday,CP3,22,0,2
Tuesday,Holiday,CP3,0,1,0
Tuesday,Holiday,CP3,1,1,0
Tuesday,Holiday,CP3,2,1,0
Tuesday,Holiday,CP3,3,1,0
Tuesday,Holiday,CP3,4,1,0
Tuesday,Holiday,CP3,5,1,0
Tuesday,Holiday,CP3,6,1,1
Tuesday,Holiday,CP3,7,1,16
Tuesday,Holiday,CP3,8,1,36
Tuesday,Holiday,CP3,9,2,45
Tuesday,Holiday,CP3,10,1,51
Tuesday,Holiday,CP3,11,3,54
Tuesday,Holiday,CP3,12,3,55
Tuesday,Holiday,CP3,13,3,53
Tuesday,Holiday,CP3,14,2,56
Tuesday,Holiday,CP3,15,4,50
Tuesday,Holiday,CP3,16,3,47
Tuesday,Holiday,CP3,17,4,39
Tuesday,Holiday,CP3,18,3,17
Tuesday,Holiday,CP3,19,1,5
Tuesday,Holiday,CP3,20,1,3
Tuesday,Holiday,CP3,21,1,2
Tuesday,Holiday,CP3,22,0,1
Wednesday,Holiday,CP3,1,1,0
Wednesday,Holiday,CP3,2,1,0
Wednesday,Holiday,CP3,3,1,0
Wednesday,Holiday,CP3,4,1,0
Wednesday,Holiday,CP3,5,1,0
Wednesday,Holiday,CP3,6,1,3
Wednesday,Holiday,CP3,7,1,9
Wednesday,Holiday,CP3,8,1,23
Wednesday,Holiday,CP3,9,3,33
Wednesday,Holiday,CP3,10,4,40
Wednesday,Holiday,CP3,11,4,43
Wednesday,Holiday,CP3,12,4,42
Wednesday,Holiday,CP3,13,2,43
Wednesday,Holiday,CP3,14,1,49
Wednesday,Holiday,CP3,15,1,48
Wednesday,Holiday,CP3,16,1,45
Wednesday,Holiday,CP3,17,0,40
Wednesday,Holiday,CP3,18,0,14
Wednesday,Holiday,CP3,19,0,8
Wednesday,Holiday,CP3,20,0,4
Wednesday,Holiday,CP3,21,0,1
Wednesday,Holiday,CP3,22,0,1
Thursday,Holiday,CP3,6,0,2
Thursday,Holiday,CP3,7,0,10
Thursday,Holiday,CP3,8,1,27
Thursday,Holiday,CP3,9,2,43
Thursday,Holiday,CP3,10,1,48
Thursday,Holiday,CP3,11,2,50
Thursday,Holiday,CP3,12,3,47
Thursday,Holiday,CP3,13,3,47
Thursday,Holiday,CP3,14,1,67
Thursday,Holiday,CP3,15,1,72
Thursday,Holiday,CP3,16,1,87
Thursday,Holiday,CP3,17,1,88
Thursday,Holiday,CP3,18,0,69
Thursday,Holiday,CP3,19,0,46
Thursday,Holiday,CP3,20,0,7
Thursday,Holiday,CP3,21,0,2
Thursday,Holiday,CP3,22,1,0
Thursday,Holiday,CP3,23,1,0
Friday,Holiday,CP3,0,1,0
Friday,Holiday,CP3,1,1,0
Friday,Holiday,CP3,2,1,0
Friday,Holiday,CP3,3,1,0
Friday,Holiday,CP3,4,1,0
Friday,Holiday,CP3,5,1,0
Friday,Holiday,CP3,6,1,2
Friday,Holiday,CP3,7,1,8
Friday,Holiday,CP3,8,2,28
Friday,Holiday,CP3,9,2,34
Friday,Holiday,CP3,10,2,42
Friday,Holiday,CP3,11,3,40
Friday,Holiday,CP3,12,4,34
Friday,Holiday,CP3,13,3,33
Friday,Holiday,CP3,14,3,33
Friday,Holiday,CP3,15,3,36
Friday,Holiday,CP3,16,3,35
Friday,Holiday,CP3,17,2,27
Friday,Holiday,CP3,18,0,10
Friday,Holiday,CP3,19,0,11
Friday,Holiday,CP3,20,0,12
Friday,Holiday,CP3,21,1,9
Friday,Holiday,CP3,22,1,6
Saturday,Holiday,CP3,8,0,2
Saturday,Holiday,CP3,9,0,3
Saturday,Holiday,CP3,10,0,4
Saturday,Holiday,CP3,11,0,7
Saturday,Holiday,CP3,12,0,13
Saturday,Holiday,CP3,13,0,30
Saturday,Holiday,CP3,14,0,41
Saturday,Holiday,CP3,15,1,35
Saturday,Holiday,CP3,16,1,33
Saturday,Holiday,CP3,17,0,18
Saturday,Holiday,CP3,18,1,33
Saturday,Holiday,CP3,19,2,47
Saturday,Holiday,CP3,20,2,46
Saturday,Holiday,CP3,21,2,44
Saturday,Holiday,CP3,22,2,31
Saturday,Holiday,CP3,23,0,1
Sunday,Holiday,CP3,0,0,1
Sunday,Holiday,CP3,1,0,1
Sunday,Holiday,CP3,2,0,1
Sunday,Holiday,CP3,3,0,1
Sunday,Holiday,CP3,4,0,1
Sunday,Holiday,CP3,5,0,1
Sunday,Holiday,CP3,6,0,1
Sunday,Holiday,CP3,7,0,2
Sunday,Holiday,CP3,8,0,4
Sunday,Holiday,CP3,9,0,6
Sunday,Holiday,CP3,10,0,12
Sunday,Holiday,CP3,11,0,9
Sunday,Holiday,CP3,12,0,5
Sunday,Holiday,CP3,13,0,5
Sunday,Holiday,CP3,14,0,7
Sunday,Holiday,CP3,15,0,11
Sunday,Holiday,CP3,16,0,13
Sunday,Holiday,CP3,17,0,6
Sunday,Holiday,CP3,18,1,3
Sunday,Holiday,CP3,19,1,3
Sunday,Holiday,CP3,20,1,3
Sunday,Holiday,CP3,21,1,4
Sunday,Holiday,CP3,22,1,0
Sunday,Holiday,CP3,23,1,0
Monday,Holiday,CP3,0,1,0
Monday,Holiday,CP3,1,1,0
Monday,Holiday,CP3,2,1,0
Monday,Holiday,CP3,3,1,0
Monday,Holiday,CP3,4,1,0
Monday,Holiday,CP3,5,1,0
Monday,Holiday,CP3,6,1,2
Monday,Holiday,CP3,7,1,8
Monday,Holiday,CP3,8,1,21
Monday,Holiday,CP3,9,3,36
Monday,Holiday,CP3,10,4,37
Monday,Holiday,CP3,11,3,37
Monday,Holiday,CP3,12,4,36
Monday,Holiday,CP3,13,3,42
Monday,Holiday,CP3,14,3,42
Monday,Holiday,CP3,15,3,40
Monday,Holiday,CP3,16,3,38
Monday,Holiday,CP3,17,0,37
Monday,Holiday,CP3,18,0,22
Monday,Holiday,CP3,19,1,12
Monday,Holiday,CP3,20,1,3
Monday,Holiday,CP3,21,1,2
Monday,Holiday,CP3,22,0,1
Monday,Holiday,CP3,23,0,1
Tuesday,Holiday,CP3,6,0,1
Tuesday,Holiday,CP3,7,0,7
Tuesday,Holiday,CP3,8,4,18
Tuesday,Holiday,CP3,9,5,28
Tuesday,Holiday,CP3,10,5,34
Tuesday,Holiday,CP3,11,4,33
Tuesday,Holiday,CP3,12,3,36
